Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BBBY,Bed Bath & Beyond Inc.,62.51,12624139477,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BBY,"Best Buy Co., Inc.",31.03,10823373164,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGFV,Big 5 Sporting Goods Corporation,11.55,258721409.1,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BIG,"Big Lots, Inc.",43.65,2421388899,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,430.41,740687834.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BMR,Biomed Realty Trust,21.84,4232306922,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bmr
BPTH,"Bio-Path Holdings, Inc.",2.36,210601377.9,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bpth
BJRI,"BJ&#39;s Restaurants, Inc.",34.98,995305353.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BLMN,"Bloomin&#39; Brands, Inc.",20.19,2535329429,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
NILE,"Blue Nile, Inc.",26.16,316869749.3,n/a,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
BRG,"Bluerock Residential Growth REIT, Inc.",12.34,68568851.22,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brg
BOBE,"Bob Evans Farms, Inc.",46.81,1099999284,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
WIFI,"Boingo Wireless, Inc.",6.33,224977422.8,n/a,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
BCC,"Boise Cascade, L.L.C.",29.93,1179396948,n/a,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc
BONA,Bona Film Group Limited,7.08,196318728.7,27728634,2010,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/bona
BAMM,"Books-A-Million, Inc.",2.12,31513407.8,n/a,1992,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bamm
BAH,Booz Allen Hamilton Holding Corporation,21,3035367741,n/a,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah
BXP,"Boston Properties, Inc.",120.08,18377161839,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
BWL/A,"Bowl America, Inc.",14.75,0,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/bwl/a
BYD,Boyd Gaming Corporation,11,1192045096,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BDN,Brandywine Realty Trust,16.29,2558135809,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn
BBRG,"Bravo Brio Restaurant Group, Inc.",15.68,300412665.3,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BPI,"Bridgepoint Education, Inc.",12.45,562262629.7,n/a,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
EAT,"Brinker International, Inc.",45.21,2936458581,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat
BRX,Brixmor Property Group Inc.,23.58,5416089257,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx
BAM,Brookfield Asset Management Inc,44.61,27984012392,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam
BOXC,Brookfield Canada Office Properties,25.61,670787415.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/boxc
BIP,Brookfield Infrastructure Partners LP,41.58,6249644977,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip
BRT,BRT Realty Trust,7.21,103126338.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt
BKE,"Buckle, Inc. (The)",42.8,2070433822,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke
BWLD,"Buffalo Wild Wings, Inc.",162.36,3068802242,n/a,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld
BBW,"Build-A-Bear Workshop, Inc.",10.53,184041960.6,n/a,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw
BLDR,"Builders FirstSource, Inc.",6,587998164,n/a,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr
BKW,Burger King Worldwide Inc.,26.59,9357965051,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bkw
BURL,"Burlington Stores, Inc.",33.04,2447208934,n/a,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl
CAB,Cabela&#39;s Inc,58.14,4129201173,n/a,2004,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab
CVC,Cablevision Systems Corporation,18.95,5127799809,n/a,1986,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cvc
CACH,"Cache, Inc.",1.32,41053910.04,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cach
CACQ,Caesars Acquisition Company,11.52,1564092081,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cacq
CZR,Caesars Entertainment Corporation,16.72,2411266891,n/a,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
PRSS,CafePress Inc.,5.35,92223722.65,n/a,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prss
CALX,"Calix, Inc",8.16,410677826.4,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ABCD,"Cambium Learning Group, Inc.",1.88,84363947.2,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/abcd
CPT,Camden Property Trust,73.02,6248037206,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt
CPHC,Canterbury Park Holding Corporation,9.94,41574686.16,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CPLA,Capella Education Company,57.34,704877294.3,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
BXMT,"Capital Trust, Inc.",28.49,1381099787,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CMO,Capstead Mortgage Corporation,13.13,1257423073,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo
CRCM,"Care.com, Inc.",10.03,310695639,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm
CECO,Career Education Corporation,5.04,338803904.9,n/a,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco
CTRE,"CareTrust REIT, Inc.",17.68,400416640,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
CKEC,"Carmike Cinemas, Inc.",31.88,733653388,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/ckec
CCL,Carnival Corporation,36.68,29651182786,n/a,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,36.61,29594596559,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk
CSV,"Carriage Services, Inc.",16.09,297347270.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv
TAST,"Carrols Restaurant Group, Inc.",7.53,265133649.4,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tast
CRTN,"Cartesian, Inc.",4.45,39121440.75,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
CSH,"Cash America International, Inc.",44.08,1239809199,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/csh
CTT,"CatchMark Timber Trust, Inc.",12.33,407272932.8,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt
CATO,Cato Corporation (The),30.36,850870179.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato
CBL,"CBL & Associates Properties, Inc.",19.35,3294688703,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl
CBS,CBS Corporation,57.73,30688373243,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs
CDW,CDW Corporation,31.01,5334685993,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw
FUN,"Cedar Fair, L.P.",52.6,2937077485,n/a,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",6.35,503083226.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
CNCO,Cencosud S.A.,9.7,9146207474,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
CETV,Central European Media Enterprises Ltd.,2.46,332447762.8,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv
CNTY,"Century Casinos, Inc.",5.29,128975791.5,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
GIB,"CGI Group, Inc.",35.56,9896669142,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib
CSG,Chambers Street Properties,8.02,1900823785,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csg
HOTR,"Chanticleer Holdings, Inc.",2.19,13845033.27,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotr
HOTRW,"Chanticleer Holdings, Inc.",0.3299,0,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotrw
CHTR,"Charter Communications, Inc.",162.35,17745751497,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr
CLDT,Chatham Lodging Trust (REIT),21.26,561068152.9,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt
CHGG,"Chegg, Inc.",6.05,502542536.1,n/a,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg
CHMI,Cherry Hill Mortgage Investment Corporation,20.2,151692768.6,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi
CHSP,Chesapeake Lodging Trust,30.18,1510026029,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp
CHS,"Chico&#39;s FAS, Inc.",16.01,2453397103,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs
PLCE,"Children&#39;s Place, Inc. (The)",49.89,1089437154,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce
CIM,Chimera Investment Corporation,3.18,3267481638,n/a,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim
CALI,China Auto Logistics Inc.,2.04,8230163.76,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/cali
DL,China Distance Education Holdings Limited,15.67,559054844.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl
HTHT,"China Lodging Group, Limited",24.91,715702312.7,28731526,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht
CNYD,"China Yida Holding, Co.",3.02,11822031.6,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd
CMG,"Chipotle Mexican Grill, Inc.",673.58,20891501993,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",48.68,2843848506,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,9.21,335490800.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk
CHSCN,CHS Inc,27.55,462840000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,29.59,334934388.3,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,31.59,228467030.2,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",86.28,1540731813,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",28.24,464143800.9,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy
CMCT,CIM Commercial Trust Corporation,21.61,2108381768,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct
CNK,Cinemark Holdings Inc,32.8,3784547246,n/a,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk
CTRN,"Citi Trends, Inc.",20.15,313924849.6,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CIO,"City Office REIT, Inc.",12.55,82605982.5,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cio
CVEO,Civeo Corporation,25.31,2701789982,n/a,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo
CCO,"Clear Channel Outdoor Holdings, Inc.",7.74,2783473916,n/a,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco
MYCC,"ClubCorp Holdings, Inc.",17.5,1127496650,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc
CLNY,"Colony Financial, Inc",22.79,2104855639,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clny
CXP,"Columbia Property Trust, Inc.",25.73,3215379451,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp
CCV,Comcast Corporation,25.64,0,n/a,2012,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv
CCZ,Comcast Corporation,45,0,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz
CMCSA,Comcast Corporation,54.39,140766924074,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa
CMCSK,Comcast Corporation,54.24,140378708618,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsk
MOC,Command Security Corporation,1.918,18231174.99,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc
CWH,CommonWealth REIT,27.23,3508875309,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cwh
CWHN,CommonWealth REIT,20.73,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cwhn
CWHO,CommonWealth REIT,22.81,0,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cwho
CBD,Companhia Brasileira de Distribuicao,50.23,13317881740,n/a,1997,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd
CONN,"Conn&#39;s, Inc.",40.81,1475391891,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
TCS,Container Store (The),20.67,991639736.1,n/a,2013,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs
COR,CoreSite Realty Corporation,34.19,738964436.7,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor
COCO,"Corinthian Colleges, Inc.",0.2214,19404225.96,n/a,1999,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coco
OFC,Corporate Office Properties Trust,29.25,2562514432,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
CXW,Corrections Corporation of America,32.98,3837768126,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/cxw
COSI,"Cosi, Inc.",1.18,22791521.82,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
COST,Costco Wholesale Corporation,117.55,51521659065,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CCSC,"Country Style Cooking Restaurant Chain Co., Ltd.",7.47,198974132.1,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ccsc
COUP,Coupons.com Incorporated,23.59,1828806989,n/a,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/coup
CRRC,Courier Corporation,13.37,154612137.3,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc
CUZ,Cousins Properties Incorporated,12.74,2527903656,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz
CBRL,"Cracker Barrel Old Country Store, Inc.",97.77,2328930285,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
CEQP,Crestwood Equity Partners LP,15.31,2855647793,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp
CCI,Crown Castle International Corporation,73.21,24437155231,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/cci
CRWN,"Crown Media Holdings, Inc.",3.4,1222898182,n/a,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CSS,"CSS Industries, Inc.",25.35,236260250.9,n/a,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css
CTCM,"CTC Media, Inc.",9.81,1528026848,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CUBE,CubeSmart,18.39,2653827798,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CMLS,Cumulus Media Inc.,5.45,1186566348,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CYRN,CYREN Ltd.,2.28,60596880.12,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,26.16,1011410948,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYS,"CYS Investments, Inc.",9.1,1474522468,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys
DJCO,Daily Journal Corp. (S.C.),177.95,245703750.7,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DRI,"Darden Restaurants, Inc.",44.66,5909165257,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri
DCT,DCT Industrial Trust Inc,7.98,2615339185,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,17.75,6378106400,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",21.73,511551731.9,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DLIA,dELIA*s Inc.,0.69,48868954.68,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/dlia
DENN,Denny&#39;s Corporation,6.29,547770757.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
DEST,Destination Maternity Corporation,22.62,310018726.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",5.16,261206047.3,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DV,DeVry Education Group Inc.,40.31,2559503605,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv
DXM,"Dex Media, Inc.",12.65,223068683.2,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DGSE,"DGSE Companies, Inc.",1.5099,18426191.48,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse
DRII,"Diamond Resorts International, Inc.",23.21,1752960502,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii
DRH,Diamondrock Hospitality Company,12.71,2487082467,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DKS,Dick&#39;s Sporting Goods Inc,43.25,5304334532,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DCIN,Digital Cinema Destinations Corp.,5.63,40615247.88,n/a,2012,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dcin
DLR,"Digital Realty Trust, Inc.",62.92,8517481407,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DGI,"DigitalGlobe, Inc",26.96,2034062174,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",119.42,5161176079,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.9,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DIN,"DineEquity, Inc",76.75,1469614142,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DTV,DIRECTV,86.3,43480048482,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DISCA,"Discovery Communications, Inc.",82.88,19022953596,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",84.32,19353468233,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",81.53,18713096123,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,63.02,13919981308,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
BAGR,"Diversified Restaurant Holdings, Inc.",4.84,126314513.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
DG,Dollar General Corporation,55.61,16866716255,n/a,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DLTR,"Dollar Tree, Inc.",54.22,11213518301,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DEI,"Douglas Emmett, Inc.",29.11,4182453684,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DDE,Dover Downs Gaming & Entertainment Inc,1.301,42609471.22,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.92,106952408,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOVR,"Dover Saddlery, Inc.",5.1,27357613.8,n/a,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DWA,"Dreamworks Animation SKG, Inc.",23.25,1967784326,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DSW,DSW Inc.,27.16,2462469005,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DRE,Duke Realty Corporation,18.06,5950577896,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNKN,"Dunkin&#39; Brands Group, Inc.",42.13,4480297408,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DLNG,Dynagas LNG Partners LP,24.12,722876400,n/a,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DX,"Dynex Capital, Inc.",8.32,455095372.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
SSP,E.W. Scripps Company (The),20.12,1128809502,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ssp
EGP,"EastGroup Properties, Inc.",63.3,2001606768,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EEI,"Ecology and Environment, Inc.",10.77,46195890.24,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
DANG,E-Commerce China Dangdang Inc.,14.09,1136107036,n/a,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang
EDMC,Education Management Corporation,1.46,183926111.9,n/a,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDR,Education Realty Trust Inc.,11,1499529306,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
BAGL,"Einstein Noah Restaurant Group, Inc.",15.15,271563219.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
EMITF,Elbit Imaging Ltd.,0.201,111180038.3,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
EARN,Ellington Residential Mortgage REIT,16.69,152543963,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
LONG,"eLong, Inc.",20.1,244045034.4,12141544,2004,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
EMMS,Emmis Communications Corporation,2.62,113047500.6,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
EMMSP,Emmis Communications Corporation,14.45,19232819.95,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emmsp
NYNY,"Empire Resorts, Inc.",5.04,197968745.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ESRT,"Empire State Realty Trust, Inc.",16.4,1568124983,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EGL,"Engility Holdings, Inc.",34.86,612040296.8,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
ENG,ENGlobal Corporation,3.06,82873554.66,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
EBF,"Ennis, Inc.",14.65,382980549.1,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ETM,Entercom Communications Corporation,9.9,386917245,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm
EVC,Entravision Communications Corporation,5.9,526618683.6,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc
EVI,"EnviroStarm, Inc.",2.38,16740282.16,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi
EPR,EPR Properties,55.16,2948204918,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
ELS,"Equity Lifestyle Properties, Inc.",44.75,3728856848,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
